job_num,lab_smp_id,treatment,order,taxon,taxa_code,life_stage,length_class_mm,num_indiv,ind_mg,tot_mg
AXL007,Control 4 Day 0,control,Diptera,Cricotopus/Orthocladius sp. pupae,117,pupae,6,1,0.326916906,0.326916906
AXL007,Control 4 Day 0,control,Diptera,Dicranota sp.,68,larvae,5,2,0.216938473,0.433876947
AXL007,Control 4 Day 0,control,Diptera,Eukiefferiella sp.,120,larvae,1,1,0.0051,0.0051
AXL007,Control 4 Day 0,control,Diptera,Eukiefferiella sp.,120,larvae,3,3,0.065380122,0.196140367
AXL007,Control 4 Day 0,control,Diptera,Eukiefferiella sp.,120,larvae,4,3,0.12751271,0.38253813
AXL007,Control 4 Day 0,control,Diptera,Eukiefferiella sp.,120,larvae,5,1,0.214081198,0.214081198
AXL007,Control 4 Day 0,control,Diptera,Eukiefferiella sp. pupae,120,pupae,2,1,0.025501271,0.025501271
AXL007,Control 4 Day 0,control,Diptera,Heleniella sp.,104,larvae,4,1,0.12751271,0.12751271
AXL007,Control 4 Day 0,control,Diptera,Heterotrissocladius sp.,110,larvae,4,1,0.12751271,0.12751271
AXL007,Control 4 Day 0,control,Diptera,Limnophyes sp.,77,larvae,3,1,0.031907945,0.031907945
AXL007,Control 4 Day 0,control,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,5,1,0.080994866,0.080994866
AXL007,Control 4 Day 0,control,Diptera,Nanocladius sp.,116,larvae,3,1,0.065380122,0.065380122
AXL007,Control 4 Day 0,control,Diptera,Nanocladius sp.,116,larvae,4,1,0.12751271,0.12751271
AXL007,Control 4 Day 0,control,Diptera,Nanocladius sp. pupae,116,pupae,2,1,0.025501271,0.025501271
AXL007,Control 4 Day 0,control,Diptera,Nanocladius sp. pupae,116,pupae,3,1,0.065380122,0.065380122
AXL007,Control 4 Day 0,control,Diptera,Paracladopelma sp.,130,larvae,4,1,0.041915933,0.041915933
AXL007,Control 4 Day 0,control,Diptera,Paracladopelma sp.,130,larvae,5,3,0.080994866,0.242984599
AXL007,Control 4 Day 0,control,Diptera,Paracladopelma sp. pupae,130,pupae,4,1,0.041915933,0.041915933
AXL007,Control 4 Day 0,control,Diptera,Parametriocnemus sp.,109,larvae,2,1,0.025501271,0.025501271
AXL007,Control 4 Day 0,control,Diptera,Parametriocnemus sp.,109,larvae,3,1,0.065380122,0.065380122
AXL007,Control 4 Day 0,control,Diptera,Parametriocnemus sp.,109,larvae,5,1,0.214081198,0.214081198
AXL007,Control 4 Day 0,control,Diptera,Parametriocnemus sp.,109,larvae,6,1,0.326916906,0.326916906
AXL007,Control 4 Day 0,control,Diptera,Phaenopsectra sp.,131,larvae,4,1,0.041915933,0.041915933
AXL007,Control 4 Day 0,control,Diptera,Rheocricotopus sp.,112,larvae,4,1,0.12751271,0.12751271
AXL007,Control 4 Day 0,control,Diptera,Simulium sp. pupae,122,pupae,3,1,0.079049738,0.079049738
AXL007,Control 4 Day 0,control,Diptera,Simulium sp. pupae,122,pupae,4,1,0.164624404,0.164624404
AXL007,Control 4 Day 0,control,Diptera,Thienemanniella sp.,106,larvae,2,2,0.025501271,0.051002542
AXL007,Control 4 Day 0,control,Diptera,Thienemanniella sp. pupae,106,pupae,2,1,0.025501271,0.025501271
AXL007,Control 4 Day 0,control,Diptera,Tvetenia sp.,118,larvae,3,1,0.065380122,0.065380122
AXL007,Control 4 Day 0,control,Diptera,Tvetenia sp.,118,larvae,4,1,0.12751271,0.12751271
AXL007,Control 4 Day 0,control,Diptera,Tvetenia sp. pupae,118,pupae,3,1,0.065380122,0.065380122
AXL007,Control 4 Day 0,control,Ephemeroptera,Ameletus sp.,24,larvae,4,1,0.275299551,0.275299551
AXL007,Control 4 Day 0,control,Ephemeroptera,Baetis tricaudatus,26,larvae,2,11,0.038880971,0.427690686
AXL007,Control 4 Day 0,control,Ephemeroptera,Baetis tricaudatus,26,larvae,3,6,0.124738201,0.748429207
AXL007,Control 4 Day 0,control,Ephemeroptera,Baetis tricaudatus,26,larvae,4,3,0.285232064,0.855696192
AXL007,Control 4 Day 0,control,Ephemeroptera,Baetis tricaudatus,26,larvae,5,1,0.5417696,0.5417696
AXL007,Control 4 Day 0,control,Ephemeroptera,Baetis tricaudatus,26,larvae,6,2,0.915083479,1.830166957
AXL007,Control 4 Day 0,control,Ephemeroptera,Baetis tricaudatus,26,larvae,7,1,1.425386807,1.425386807
AXL007,Control 4 Day 0,control,Ephemeroptera,Cinygmula sp.,30,larvae,2,3,0.072855168,0.218565504
AXL007,Control 4 Day 0,control,Ephemeroptera,Drunella doddsii,171,larvae,3,9,0.194811102,1.753299915
AXL007,Control 4 Day 0,control,Ephemeroptera,Drunella doddsii,171,larvae,4,11,0.420677962,4.627457584
AXL007,Control 4 Day 0,control,Ephemeroptera,Drunella grandis,201,larvae,3,5,0.194811102,0.974055508
AXL007,Control 4 Day 0,control,Ephemeroptera,Drunella grandis,201,larvae,4,29,0.420677962,12.1996609
AXL007,Control 4 Day 0,control,Ephemeroptera,Drunella grandis,201,larvae,5,15,0.764330089,11.46495133
AXL007,Control 4 Day 0,control,Ephemeroptera,Ephemerella sp.,28,larvae,2,55,0.065825398,3.620396885
AXL007,Control 4 Day 0,control,Ephemeroptera,Ephemerella sp.,28,larvae,3,35,0.194811102,6.818388559
AXL007,Control 4 Day 0,control,Ephemeroptera,Ephemerella sp.,28,larvae,4,2,0.420677962,0.841355924
AXL007,Control 4 Day 0,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,3,1,0.089876375,0.089876375
AXL007,Control 4 Day 0,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,6,0.194639506,1.167837039
AXL007,Control 4 Day 0,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,4,0.354430665,1.41772266
AXL007,Control 4 Day 0,control,Ephemeroptera,Rhithrogena sp.,32,larvae,2,17,0.072855168,1.238537855
AXL007,Control 4 Day 0,control,Ephemeroptera,Rhithrogena sp.,32,larvae,3,44,0.222543898,9.791931518
AXL007,Control 4 Day 0,control,Ephemeroptera,Rhithrogena sp.,32,larvae,4,78,0.491469953,38.33465634
AXL007,Control 4 Day 0,control,Ephemeroptera,Rhithrogena sp.,32,larvae,5,90,0.908630158,81.77671426
AXL007,Control 4 Day 0,control,Ephemeroptera,Rhithrogena sp.,32,larvae,6,7,1.501247506,10.50873254
AXL007,Control 4 Day 0,control,Plecoptera,Capniidae (Capnia sp.),183,larvae,2,1,0.028935762,0.028935762
AXL007,Control 4 Day 0,control,Plecoptera,Diura knowltoni,168,larvae,6,1,2.666532,2.666532
AXL007,Control 4 Day 0,control,Plecoptera,Diura knowltoni,168,larvae,9,1,8.10567212,8.10567212
AXL007,Control 4 Day 0,control,Plecoptera,Hesperoperla pacifica,14,larvae,6,1,1.721601548,1.721601548
AXL007,Control 4 Day 0,control,Plecoptera,Isoperla fulva,165,larvae,4,3,0.877212007,2.631636021
AXL007,Control 4 Day 0,control,Plecoptera,Pteronarcella badia,223,larvae,7,1,1.623618151,1.623618151
AXL007,Control 4 Day 0,control,Plecoptera,Sweltsa sp.,11,larvae,5,4,0.521083892,2.084335569
AXL007,Control 4 Day 0,control,Plecoptera,Sweltsa sp.,11,larvae,6,2,0.856243648,1.712487296
AXL007,Control 4 Day 0,control,Plecoptera,Sweltsa sp.,11,larvae,7,1,1.303048011,1.303048011
AXL007,Control 4 Day 0,control,Plecoptera,Zapada cinctipes,13,larvae,3,1,0.116411781,0.116411781
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,4,1,0.255733482,0.255733482
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,5,5,0.48024347,2.40121735
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,7,1,1.242015573,1.242015573
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,8,3,1.810907633,5.4327229
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,9,2,2.525521225,5.05104245
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,10,5,3.400714523,17.00357261
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,11,1,4.451056622,4.451056622
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,12,1,5.690861483,5.690861483
AXL007,Control 4 Day 0,control,Trichoptera,Arctopsyche grandis,212,larvae,14,2,8.794998077,17.58999615
AXL007,Control 4 Day 0,control,Trichoptera,Brachycentrus americanus,134,larvae,2,1,0.015157166,0.015157166
AXL007,Control 4 Day 0,control,Trichoptera,Brachycentrus occidentalis,134,larvae,4,2,0.091895868,0.183791737
AXL007,Control 4 Day 0,control,Trichoptera,Brachycentrus occidentalis,134,larvae,5,24,0.164157988,3.939791707
AXL007,Control 4 Day 0,control,Trichoptera,Brachycentrus occidentalis,134,larvae,6,20,0.263714045,5.274280893
AXL007,Control 4 Day 0,control,Trichoptera,Brachycentrus occidentalis,134,larvae,7,2,0.393726742,0.787453483
AXL007,Control 4 Day 0,control,Trichoptera,Hydropsyche oslari,139,larvae,2,5,0.036114274,0.180571368
AXL007,Control 4 Day 0,control,Trichoptera,Hydropsyche oslari,139,larvae,3,1,0.113490785,0.113490785
AXL007,Control 4 Day 0,control,Trichoptera,Lepidostoma sp.,45,larvae,1,1,0.0079,0.0079
AXL007,Control 4 Day 0,control,Trichoptera,Lepidostoma sp.,45,larvae,2,2,0.049551357,0.099102713
AXL007,Control 4 Day 0,control,Trichoptera,Lepidostoma sp.,45,larvae,5,2,0.561304641,1.122609281
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,4,1,0.119267148,0.119267148
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,5,2,0.216938473,0.433876947
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,6,1,0.353688957,0.353688957
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,7,1,0.534694656,0.534694656
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,8,1,0.764860535,0.764860535
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,9,1,1.048871212,1.048871212
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,10,2,1.391227001,2.782454002
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,11,1,1.796270704,1.796270704
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,12,1,2.268208212,2.268208212
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,13,1,2.811124793,2.811124793
AXL007,Control 4 Day 30,control,Diptera,Atherix pachypus,159,larvae,15,1,4.125709674,4.125709674
AXL007,Control 4 Day 30,control,Diptera,Dicranota sp.,68,larvae,5,2,0.216938473,0.433876947
AXL007,Control 4 Day 30,control,Diptera,Heterotrissocladius sp.,110,larvae,3,2,0.065380122,0.130760245
AXL007,Control 4 Day 30,control,Diptera,Heterotrissocladius sp.,110,larvae,4,2,0.12751271,0.25502542
AXL007,Control 4 Day 30,control,Diptera,Heterotrissocladius sp.,110,larvae,5,1,0.214081198,0.214081198
AXL007,Control 4 Day 30,control,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,3,1,0.017929162,0.017929162
AXL007,Control 4 Day 30,control,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,5,1,0.080994866,0.080994866
AXL007,Control 4 Day 30,control,Diptera,Parametriocnemus sp.,109,larvae,3,1,0.065380122,0.065380122
AXL007,Control 4 Day 30,control,Diptera,Polypedilum sp.,90,larvae,3,1,0.017929162,0.017929162
AXL007,Control 4 Day 30,control,Diptera,Polypedilum sp.,90,larvae,4,1,0.041915933,0.041915933
AXL007,Control 4 Day 30,control,Diptera,Polypedilum sp.,90,larvae,5,1,0.080994866,0.080994866
AXL007,Control 4 Day 30,control,Diptera,Thienemannimyia group,83,larvae,3,1,0.053718384,0.053718384
AXL007,Control 4 Day 30,control,Diptera,Thienemannimyia group,83,larvae,4,1,0.107485588,0.107485588
AXL007,Control 4 Day 30,control,Ephemeroptera,Ameletus sp.,24,larvae,3,14,0.131058008,1.834812111
AXL007,Control 4 Day 30,control,Ephemeroptera,Ameletus sp.,24,larvae,4,1,0.275299551,0.275299551
AXL007,Control 4 Day 30,control,Ephemeroptera,Baetis tricaudatus,26,larvae,2,10,0.038880971,0.388809714
AXL007,Control 4 Day 30,control,Ephemeroptera,Baetis tricaudatus,26,larvae,3,15,0.124738201,1.871073018
AXL007,Control 4 Day 30,control,Ephemeroptera,Baetis tricaudatus,26,larvae,4,2,0.285232064,0.570464128
AXL007,Control 4 Day 30,control,Ephemeroptera,Baetis tricaudatus,26,larvae,6,2,0.915083479,1.830166957
AXL007,Control 4 Day 30,control,Ephemeroptera,Cinygmula sp.,30,larvae,2,1,0.072855168,0.072855168
AXL007,Control 4 Day 30,control,Ephemeroptera,Cinygmula sp.,30,larvae,3,2,0.222543898,0.445087796
AXL007,Control 4 Day 30,control,Ephemeroptera,Drunella doddsii,171,larvae,4,10,0.420677962,4.206779622
AXL007,Control 4 Day 30,control,Ephemeroptera,Drunella doddsii,171,larvae,5,11,0.764330089,8.407630974
AXL007,Control 4 Day 30,control,Ephemeroptera,Drunella grandis,201,larvae,4,1,0.420677962,0.420677962
AXL007,Control 4 Day 30,control,Ephemeroptera,Drunella grandis,201,larvae,5,16,0.764330089,12.22928142
AXL007,Control 4 Day 30,control,Ephemeroptera,Drunella grandis,201,larvae,6,6,1.245001775,7.470010652
AXL007,Control 4 Day 30,control,Ephemeroptera,Drunella grandis,201,larvae,7,1,1.880700239,1.880700239
AXL007,Control 4 Day 30,control,Ephemeroptera,Epeorus longimanus,31,larvae,1,2,0.0108,0.0216
AXL007,Control 4 Day 30,control,Ephemeroptera,Epeorus longimanus,31,larvae,2,1,0.072855168,0.072855168
AXL007,Control 4 Day 30,control,Ephemeroptera,Ephemerella sp.,28,larvae,2,74,0.065825398,4.871079446
AXL007,Control 4 Day 30,control,Ephemeroptera,Ephemerella sp.,28,larvae,3,36,0.194811102,7.01319966
AXL007,Control 4 Day 30,control,Ephemeroptera,Ephemerella sp.,28,larvae,4,17,0.420677962,7.151525358
AXL007,Control 4 Day 30,control,Ephemeroptera,Ephemerella sp.,28,larvae,5,2,0.764330089,1.528660177
AXL007,Control 4 Day 30,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,3,2,0.089876375,0.17975275
AXL007,Control 4 Day 30,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,2,0.194639506,0.389279013
AXL007,Control 4 Day 30,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,2,0.354430665,0.70886133
AXL007,Control 4 Day 30,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,2,0.578378468,1.156756936
AXL007,Control 4 Day 30,control,Ephemeroptera,Paraleptophlebia sp.,33,larvae,9,1,1.718672936,1.718672936
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,2,1,0.072855168,0.072855168
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,3,16,0.222543898,3.56070237
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,4,23,0.491469953,11.30380892
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,5,32,0.908630158,29.07616507
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,6,29,1.501247506,43.53617769
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,7,16,2.29521703,36.72347249
AXL007,Control 4 Day 30,control,Ephemeroptera,Rhithrogena sp.,32,larvae,8,1,3.315382034,3.315382034
AXL007,Control 4 Day 30,control,Plecoptera,Capniidae (Capnia sp.),183,larvae,3,1,0.081767503,0.081767503
AXL007,Control 4 Day 30,control,Plecoptera,Pteronarcella badia,223,larvae,8,1,2.373946826,2.373946826
AXL007,Control 4 Day 30,control,Plecoptera,Pteronarcella badia,223,larvae,10,1,4.478988774,4.478988774
AXL007,Control 4 Day 30,control,Plecoptera,Sweltsa sp.,11,larvae,6,1,0.856243648,0.856243648
AXL007,Control 4 Day 30,control,Plecoptera,Sweltsa sp.,11,larvae,7,6,1.303048011,7.818288066
AXL007,Control 4 Day 30,control,Plecoptera,Sweltsa sp.,11,larvae,8,2,1.874694396,3.749388792
AXL007,Control 4 Day 30,control,Plecoptera,Sweltsa sp.,11,larvae,9,1,2.583865792,2.583865792
AXL007,Control 4 Day 30,control,Trichoptera,Arctopsyche grandis,212,larvae,6,1,0.803654364,0.803654364
AXL007,Control 4 Day 30,control,Trichoptera,Arctopsyche grandis,212,larvae,10,3,3.400714523,10.20214357
AXL007,Control 4 Day 30,control,Trichoptera,Arctopsyche grandis,212,larvae,12,1,5.690861483,5.690861483
AXL007,Control 4 Day 30,control,Trichoptera,Arctopsyche grandis,212,larvae,13,2,7.13421516,14.26843032
AXL007,Control 4 Day 30,control,Trichoptera,Arctopsyche grandis,212,larvae,16,1,12.82345367,12.82345367
AXL007,Control 4 Day 30,control,Trichoptera,Brachycentrus americanus,134,larvae,2,1,0.015157166,0.015157166
AXL007,Control 4 Day 30,control,Trichoptera,Brachycentrus americanus,134,larvae,3,1,0.043496596,0.043496596
AXL007,Control 4 Day 30,control,Trichoptera,Brachycentrus occidentalis,134,larvae,6,5,0.263714045,1.318570223
AXL007,Control 4 Day 30,control,Trichoptera,Brachycentrus occidentalis,134,larvae,7,13,0.393726742,5.118447641
AXL007,Control 4 Day 30,control,Trichoptera,Brachycentrus occidentalis,134,larvae,8,3,0.557152361,1.671457082
AXL007,Control 4 Day 30,control,Trichoptera,Hydropsyche oslari,139,larvae,6,1,0.803654364,0.803654364
AXL007,Control 4 Day 30,control,Trichoptera,Hydropsyche oslari,139,larvae,7,1,1.242015573,1.242015573
AXL007,Control 4 Day 30,control,Trichoptera,Lepidostoma sp.,45,larvae,2,2,0.049551357,0.099102713
AXL007,Control 4 Day 30,control,Trichoptera,Lepidostoma sp.,45,larvae,3,2,0.14505119,0.290102379
AXL007,Control 4 Day 30,control,Trichoptera,Lepidostoma sp.,45,larvae,4,1,0.310802146,0.310802146
AXL007,Control 4 Day 30,control,Trichoptera,Lepidostoma sp.,45,larvae,5,2,0.561304641,1.122609281
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,7,2,0.534694656,1.069389311
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,8,1,0.764860535,0.764860535
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,9,6,1.048871212,6.293227273
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,10,3,1.391227001,4.173681003
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,11,3,1.796270704,5.388812111
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,12,1,2.268208212,2.268208212
AXL007,A1,Cu_3,Diptera,Atherix pachypus,159,larvae,13,1,2.811124793,2.811124793
AXL007,A1,Cu_3,Diptera,Pagastia sp.,97,larvae,5,1,0.080994866,0.080994866
AXL007,A1,Cu_3,Plecoptera,Pteronarcella badia,223,larvae,8,1,2.373946826,2.373946826
AXL007,A1,Cu_3,Trichoptera,Arctopsyche grandis,212,larvae,6,1,0.803654364,0.803654364
AXL007,A1,Cu_3,Trichoptera,Arctopsyche grandis,212,larvae,7,1,1.242015573,1.242015573
AXL007,A1,Cu_3,Trichoptera,Arctopsyche grandis,212,larvae,10,2,3.400714523,6.801429046
AXL007,A1,Cu_3,Trichoptera,Arctopsyche grandis,212,larvae,12,1,5.690861483,5.690861483
AXL007,A1,Cu_3,Trichoptera,Arctopsyche grandis,212,larvae,20,1,24.0812421,24.0812421
AXL007,A1,Cu_3,Trichoptera,Brachycentrus occidentalis,134,larvae,5,1,0.164157988,0.164157988
AXL007,A1,Cu_3,Trichoptera,Brachycentrus occidentalis,134,larvae,6,2,0.263714045,0.527428089
AXL007,A1,Cu_3,Trichoptera,Brachycentrus occidentalis,134,larvae,7,2,0.393726742,0.787453483
AXL007,A1,Cu_3,Trichoptera,Hydropsyche oslari,139,larvae,3,1,0.113490785,0.113490785
AXL007,A1,Cu_3,Trichoptera,Hydropsyche oslari,139,larvae,4,3,0.255733482,0.767200445
AXL007,A1,Cu_3,Trichoptera,Hydropsyche oslari,139,larvae,5,2,0.48024347,0.96048694
AXL007,A1,Cu_3,Trichoptera,Lepidostoma sp.,45,larvae,2,3,0.049551357,0.14865407
AXL007,A1,Cu_3,Trichoptera,Lepidostoma sp.,45,larvae,4,1,0.310802146,0.310802146
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,3,1,0.05515185,0.05515185
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,5,1,0.216938473,0.216938473
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,6,2,0.353688957,0.707377914
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,7,2,0.534694656,1.069389311
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,8,2,0.764860535,1.52972107
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,12,2,2.268208212,4.536416425
AXL007,A2,Zn_50,Diptera,Atherix pachypus,159,larvae,13,2,2.811124793,5.622249585
AXL007,A2,Zn_50,Diptera,Corynoneura sp.,108,larvae,2,1,0.025501271,0.025501271
AXL007,A2,Zn_50,Diptera,Eukiefferiella sp.,120,larvae,3,1,0.065380122,0.065380122
AXL007,A2,Zn_50,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,3,8,0.017929162,0.143433294
AXL007,A2,Zn_50,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,4,5,0.041915933,0.209579664
AXL007,A2,Zn_50,Diptera,Nanocladius sp. pupae,116,pupae,2,2,0.025501271,0.051002542
AXL007,A2,Zn_50,Diptera,Rheotanytarsus sp.,86,larvae,4,1,0.041915933,0.041915933
AXL007,A2,Zn_50,Diptera,Thienemannimyia group,83,larvae,4,1,0.107485588,0.107485588
AXL007,A2,Zn_50,Ephemeroptera,Ameletus sp.,24,larvae,5,1,0.489590899,0.489590899
AXL007,A2,Zn_50,Ephemeroptera,Baetis tricaudatus,26,larvae,3,5,0.124738201,0.623691006
AXL007,A2,Zn_50,Ephemeroptera,Baetis tricaudatus,26,larvae,4,4,0.285232064,1.140928256
AXL007,A2,Zn_50,Ephemeroptera,Baetis tricaudatus,26,larvae,5,4,0.5417696,2.1670784
AXL007,A2,Zn_50,Ephemeroptera,Diphetor hageni,35,larvae,2,2,0.038880971,0.077761943
AXL007,A2,Zn_50,Ephemeroptera,Diphetor hageni,35,larvae,3,11,0.124738201,1.372120213
AXL007,A2,Zn_50,Ephemeroptera,Diphetor hageni,35,larvae,4,5,0.285232064,1.42616032
AXL007,A2,Zn_50,Ephemeroptera,Drunella doddsii,171,larvae,3,2,0.194811102,0.389622203
AXL007,A2,Zn_50,Ephemeroptera,Drunella doddsii,171,larvae,4,3,0.420677962,1.262033887
AXL007,A2,Zn_50,Ephemeroptera,Drunella doddsii,171,larvae,6,1,1.245001775,1.245001775
AXL007,A2,Zn_50,Ephemeroptera,Drunella grandis,201,larvae,5,2,0.764330089,1.528660177
AXL007,A2,Zn_50,Ephemeroptera,Drunella grandis,201,larvae,6,1,1.245001775,1.245001775
AXL007,A2,Zn_50,Ephemeroptera,Drunella grandis,201,larvae,7,1,1.880700239,1.880700239
AXL007,A2,Zn_50,Ephemeroptera,Drunella grandis,201,larvae,8,1,2.688475171,2.688475171
AXL007,A2,Zn_50,Ephemeroptera,Epeorus longimanus,31,larvae,1,3,0.0108,0.0324
AXL007,A2,Zn_50,Ephemeroptera,Epeorus longimanus,31,larvae,2,3,0.072855168,0.218565504
AXL007,A2,Zn_50,Ephemeroptera,Ephemerella sp.,28,larvae,1,1,0.0103,0.0103
AXL007,A2,Zn_50,Ephemeroptera,Ephemerella sp.,28,larvae,2,21,0.065825398,1.382333356
AXL007,A2,Zn_50,Ephemeroptera,Ephemerella sp.,28,larvae,3,24,0.194811102,4.67546644
AXL007,A2,Zn_50,Ephemeroptera,Ephemerella sp.,28,larvae,4,4,0.420677962,1.682711849
AXL007,A2,Zn_50,Ephemeroptera,Paraleptophlebia sp.,33,larvae,3,2,0.089876375,0.17975275
AXL007,A2,Zn_50,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,1,0.194639506,0.194639506
AXL007,A2,Zn_50,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,3,0.354430665,1.063291995
AXL007,A2,Zn_50,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,3,0.578378468,1.735135404
AXL007,A2,Zn_50,Ephemeroptera,Rhithrogena sp.,32,larvae,3,26,0.222543898,5.786141351
AXL007,A2,Zn_50,Ephemeroptera,Rhithrogena sp.,32,larvae,4,53,0.491469953,26.04790751
AXL007,A2,Zn_50,Ephemeroptera,Rhithrogena sp.,32,larvae,5,35,0.908630158,31.80205555
AXL007,A2,Zn_50,Ephemeroptera,Rhithrogena sp.,32,larvae,6,3,1.501247506,4.503742519
AXL007,A2,Zn_50,Plecoptera,Hesperoperla pacifica,14,larvae,6,1,1.721601548,1.721601548
AXL007,A2,Zn_50,Plecoptera,Sweltsa sp.,11,larvae,5,1,0.521083892,0.521083892
AXL007,A2,Zn_50,Plecoptera,Sweltsa sp.,11,larvae,6,1,0.856243648,0.856243648
AXL007,A2,Zn_50,Plecoptera,Sweltsa sp.,11,larvae,7,1,1.303048011,1.303048011
AXL007,A2,Zn_50,Trichoptera,Arctopsyche grandis,212,larvae,7,2,1.242015573,2.484031145
AXL007,A2,Zn_50,Trichoptera,Arctopsyche grandis,212,larvae,8,1,1.810907633,1.810907633
AXL007,A2,Zn_50,Trichoptera,Arctopsyche grandis,212,larvae,9,1,2.525521225,2.525521225
AXL007,A2,Zn_50,Trichoptera,Arctopsyche grandis,212,larvae,12,1,5.690861483,5.690861483
AXL007,A2,Zn_50,Trichoptera,Brachycentrus americanus,134,larvae,3,3,0.043496596,0.130489788
AXL007,A2,Zn_50,Trichoptera,Brachycentrus occidentalis,134,larvae,5,3,0.164157988,0.492473963
AXL007,A2,Zn_50,Trichoptera,Brachycentrus occidentalis,134,larvae,6,2,0.263714045,0.527428089
AXL007,A2,Zn_50,Trichoptera,Brachycentrus occidentalis,134,larvae,7,3,0.393726742,1.181180225
AXL007,A2,Zn_50,Trichoptera,Brachycentrus occidentalis,134,larvae,8,1,0.557152361,0.557152361
AXL007,A2,Zn_50,Trichoptera,Hydropsyche oslari,139,larvae,5,1,0.48024347,0.48024347
AXL007,A2,Zn_50,Trichoptera,Lepidostoma sp.,45,larvae,1,1,0.0079,0.0079
AXL007,A2,Zn_50,Trichoptera,Lepidostoma sp.,45,larvae,2,59,0.049551357,2.923530045
AXL007,A2,Zn_50,Trichoptera,Lepidostoma sp.,45,larvae,5,1,0.561304641,0.561304641
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,4,2,0.119267148,0.238534296
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,5,3,0.216938473,0.65081542
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,6,5,0.353688957,1.768444784
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,8,1,0.764860535,0.764860535
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,9,2,1.048871212,2.097742424
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,10,3,1.391227001,4.173681003
AXL007,A3,Ni_200,Diptera,Atherix pachypus,159,larvae,11,1,1.796270704,1.796270704
